Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP091862,Female,Yes,2,Not Graduate,Yes,8837,3648,23644,360,0,RURAL,N
LP094689,Female,No,0,Not Graduate,Yes,5669,0,10368,360,0,SEMIURBAN,Y
LP094267,Male,No,3,Not Graduate,Yes,8506,0,2853,240,0,SEMIURBAN,Y
LP084819,Male,Yes,2,Graduate,Yes,7582,0,15859,240,1,SEMIURBAN,Y
LP090560,Male,Yes,4,Graduate,No,12286,0,3686,180,1,SEMIURBAN,Y
LP088752,Female,Yes,4,Not Graduate,No,7031,0,21479,180,1,SEMIURBAN,Y
LP074673,Male,Yes,3,Not Graduate,Yes,2052,0,2560,360,0,URBAN,N
LP075785,Female,No,3,Not Graduate,No,4781,0,16641,180,0,URBAN,N
LP076676,Male,Yes,2,Graduate,Yes,11928,0,1937,180,1,RURAL,Y
LP095322,Male,Yes,4,Not Graduate,Yes,4924,0,6465,240,0,SEMIURBAN,N
LP085808,Male,No,2,Graduate,No,4999,0,6235,240,0,RURAL,N
LP091725,Female,Yes,0,Not Graduate,No,4965,0,17404,180,0,URBAN,Y
LP086142,Female,Yes,3,Graduate,Yes,2134,6877,9100,240,1,SEMIURBAN,Y
LP091583,Male,No,1,Not Graduate,No,5234,538,2979,360,0,SEMIURBAN,N
LP099706,Female,No,5,Not Graduate,No,11223,0,15991,360,0,RURAL,N
LP105570,Male,No,1,Graduate,No,3629,0,4740,360,1,RURAL,Y
LP086004,Male,No,1,Not Graduate,No,9478,5792,24275,180,0,SEMIURBAN,N
LP101201,Female,Yes,0,Not Graduate,Yes,5283,0,8371,180,1,RURAL,N
LP082612,Female,Yes,5,Not Graduate,Yes,5117,0,16332,180,0,RURAL,N
LP075257,Male,Yes,2,Not Graduate,Yes,4920,0,19151,180,0,RURAL,N
LP105893,Female,No,2,Graduate,No,4689,0,21993,180,1,SEMIURBAN,N
LP096085,Female,No,5,Graduate,No,10074,8388,21182,360,0,SEMIURBAN,N
LP081537,Female,No,2,Not Graduate,No,6939,4119,20460,360,1,URBAN,Y
LP083469,Male,Yes,4,Not Graduate,No,9608,4129,7141,240,0,SEMIURBAN,N
LP083433,Male,No,5,Graduate,No,6764,0,24061,180,1,RURAL,N
LP102002,Male,No,1,Not Graduate,No,8624,0,4497,180,1,SEMIURBAN,N
LP106614,Male,No,0,Graduate,No,10112,0,24866,360,0,URBAN,N
LP084972,Female,Yes,3,Graduate,No,11755,0,15618,240,1,SEMIURBAN,Y
LP077765,Female,No,0,Graduate,Yes,11300,0,23381,240,1,RURAL,N
LP080596,Male,No,1,Graduate,Yes,5990,0,24010,240,1,RURAL,N
LP099810,Female,No,0,Graduate,Yes,11842,0,20893,240,0,SEMIURBAN,N
LP090417,Male,Yes,1,Graduate,Yes,3701,0,14221,180,1,URBAN,N
LP075838,Female,No,1,Graduate,No,12852,0,5897,360,0,SEMIURBAN,Y
LP086618,Male,Yes,0,Not Graduate,Yes,10677,0,20710,180,0,URBAN,N
LP100493,Female,Yes,0,Graduate,No,9674,0,6915,360,1,SEMIURBAN,Y
LP090437,Female,Yes,1,Not Graduate,Yes,3134,0,24782,360,0,SEMIURBAN,N
LP115933,Female,No,0,Not Graduate,Yes,2644,0,6891,180,1,SEMIURBAN,Y
LP098044,Female,No,2,Graduate,No,2571,7208,21980,240,1,RURAL,N
LP097914,Male,No,1,Graduate,No,4829,7405,9310,240,1,URBAN,Y
LP063705,Female,Yes,1,Not Graduate,No,2247,0,22768,240,0,RURAL,Y
LP088151,Male,No,5,Graduate,No,2487,0,19970,240,1,SEMIURBAN,Y
LP096859,Female,No,0,Not Graduate,Yes,6515,0,22204,240,0,SEMIURBAN,Y
LP097466,Female,Yes,4,Graduate,No,11094,0,5663,240,1,URBAN,N
LP096962,Male,No,0,Not Graduate,No,4670,0,24410,180,0,URBAN,Y
LP116699,Male,Yes,0,Not Graduate,No,12569,0,6989,240,1,URBAN,N
LP097580,Male,Yes,1,Graduate,No,4384,0,20956,240,0,RURAL,Y
LP095046,Male,No,1,Not Graduate,No,11221,0,9199,240,1,URBAN,N
LP099884,Male,No,1,Graduate,Yes,2019,0,21725,360,0,URBAN,Y
LP077577,Female,Yes,1,Not Graduate,Yes,12491,0,13377,240,0,SEMIURBAN,N
LP087667,Female,No,1,Graduate,Yes,6668,0,21291,180,1,RURAL,N
LP075380,Female,Yes,0,Not Graduate,Yes,10668,0,3174,360,0,SEMIURBAN,Y
LP095743,Female,Yes,1,Not Graduate,Yes,7487,754,20577,240,1,URBAN,Y
LP089097,Female,No,1,Not Graduate,Yes,11749,3518,20200,360,0,RURAL,Y
LP076217,Male,Yes,0,Graduate,Yes,3077,0,6429,240,1,RURAL,Y
LP074521,Female,Yes,1,Not Graduate,Yes,8671,0,8600,240,0,RURAL,N
LP087839,Female,No,0,Graduate,Yes,8044,0,8702,180,1,RURAL,N
LP116135,Male,No,0,Graduate,No,7583,0,4577,360,1,RURAL,Y
LP095791,Male,No,0,Graduate,No,6594,0,2563,360,1,SEMIURBAN,N
LP091346,Male,No,1,Graduate,No,3880,0,14012,360,0,SEMIURBAN,N
LP092942,Female,No,1,Not Graduate,Yes,12783,0,16496,180,0,URBAN,N
LP088047,Female,Yes,0,Graduate,Yes,7924,7058,16937,180,1,RURAL,Y
LP085471,Female,Yes,2,Graduate,No,7865,0,2177,240,0,URBAN,N
LP088232,Male,No,0,Not Graduate,Yes,6998,0,3507,360,1,URBAN,Y
LP097795,Male,Yes,1,Not Graduate,Yes,10314,0,3061,180,1,URBAN,Y
LP096393,Female,Yes,1,Graduate,Yes,2337,0,4295,180,1,URBAN,N
LP081846,Female,No,0,Not Graduate,Yes,9700,0,22986,180,1,SEMIURBAN,Y
LP094229,Female,Yes,5,Not Graduate,Yes,8034,558,18400,180,0,URBAN,N
LP087611,Male,No,4,Not Graduate,Yes,11008,0,12939,360,1,RURAL,Y
LP096414,Male,Yes,0,Not Graduate,Yes,8600,0,7846,360,0,SEMIURBAN,Y
LP093494,Male,No,0,Not Graduate,No,4251,0,5322,180,1,URBAN,N
LP063573,Female,Yes,4,Not Graduate,No,3328,0,20298,180,1,URBAN,N
LP094109,Female,Yes,0,Not Graduate,Yes,2877,0,20777,360,1,URBAN,N
LP097815,Male,No,2,Graduate,No,5327,0,7013,180,1,RURAL,Y
LP088037,Female,Yes,1,Not Graduate,Yes,5501,0,2921,180,0,URBAN,N
LP107158,Male,Yes,1,Not Graduate,No,1823,0,16472,240,0,URBAN,N
LP095026,Female,No,5,Graduate,Yes,7216,0,14582,240,1,RURAL,Y
LP099341,Male,Yes,2,Not Graduate,No,4920,0,18137,180,0,RURAL,Y
LP099078,Female,No,1,Graduate,No,10947,0,12688,180,0,URBAN,Y
LP100106,Female,Yes,4,Not Graduate,Yes,6144,0,15315,180,1,RURAL,N
LP075757,Male,No,5,Not Graduate,No,5907,0,7453,240,0,RURAL,Y
LP095988,Male,Yes,0,Not Graduate,No,4413,0,20221,180,0,RURAL,Y
LP092936,Male,No,1,Not Graduate,Yes,12477,0,14444,180,1,SEMIURBAN,Y
LP114637,Male,Yes,4,Not Graduate,Yes,3311,253,3087,360,0,RURAL,N
LP091151,Male,No,0,Not Graduate,No,5583,0,22793,180,0,RURAL,Y
LP093326,Female,No,1,Graduate,No,5079,0,14520,180,0,SEMIURBAN,N
LP088268,Male,No,0,Graduate,Yes,11442,0,12055,360,1,URBAN,N
LP076723,Female,No,1,Graduate,Yes,8574,0,11524,240,0,RURAL,N
LP103732,Female,Yes,4,Not Graduate,Yes,8929,3471,3398,180,0,URBAN,Y
LP100345,Male,Yes,5,Graduate,Yes,8436,0,3828,360,1,URBAN,Y
LP087448,Male,No,0,Not Graduate,Yes,10812,5732,24577,360,0,URBAN,Y
LP100283,Male,Yes,0,Graduate,Yes,2674,0,5811,180,1,SEMIURBAN,Y
LP087744,Male,Yes,4,Not Graduate,No,4909,0,14717,240,1,RURAL,N
LP089544,Male,No,1,Not Graduate,No,5428,0,11340,180,1,URBAN,Y
LP098143,Male,Yes,1,Graduate,Yes,8951,0,3329,240,0,URBAN,N
LP091763,Female,No,0,Graduate,No,7949,0,1527,360,0,SEMIURBAN,N
LP088676,Female,No,0,Not Graduate,No,12835,4489,12152,240,0,SEMIURBAN,N
LP098593,Female,No,1,Graduate,Yes,2831,1074,6822,240,0,SEMIURBAN,N
LP084551,Male,Yes,1,Not Graduate,Yes,1528,0,11800,180,1,URBAN,N
LP095082,Female,Yes,3,Not Graduate,No,9831,0,9635,360,1,SEMIURBAN,N
LP109061,Male,No,4,Graduate,Yes,10889,0,13454,180,1,RURAL,N
LP079183,Female,No,0,Not Graduate,Yes,11769,0,15936,240,0,RURAL,Y
LP093308,Male,No,0,Not Graduate,No,1896,0,3273,180,1,SEMIURBAN,N
LP093616,Male,Yes,0,Not Graduate,No,12706,8300,6287,240,0,URBAN,N
LP104528,Male,No,1,Not Graduate,No,6689,0,19158,360,1,URBAN,N
LP076452,Male,Yes,4,Graduate,No,5428,0,18730,240,1,URBAN,N
LP095718,Female,No,0,Graduate,No,5326,0,10668,360,0,URBAN,N
LP088321,Female,No,1,Graduate,No,4856,0,12572,360,0,URBAN,Y
LP074812,Male,No,2,Not Graduate,Yes,7997,0,11675,180,1,URBAN,N
LP088126,Male,Yes,0,Not Graduate,No,5931,2850,15821,240,1,URBAN,Y
LP081036,Female,Yes,2,Graduate,No,6702,4918,18204,180,1,RURAL,N
LP091307,Female,No,3,Not Graduate,Yes,11064,0,16812,240,1,SEMIURBAN,Y
LP099222,Male,Yes,0,Not Graduate,Yes,7775,2883,5486,240,1,RURAL,Y
LP099404,Male,No,3,Graduate,No,2080,0,24272,180,1,RURAL,Y
LP102374,Male,Yes,1,Not Graduate,No,11332,0,4842,180,0,SEMIURBAN,Y
LP094519,Female,Yes,5,Not Graduate,No,8873,8196,12435,240,0,RURAL,N
LP086023,Male,No,3,Not Graduate,No,3090,0,11205,360,0,URBAN,Y
LP073713,Male,No,0,Graduate,Yes,5136,0,13851,180,1,RURAL,Y
LP095586,Female,Yes,0,Graduate,No,11996,0,7205,240,0,URBAN,Y
LP089917,Male,Yes,0,Graduate,Yes,9432,0,9963,240,1,URBAN,Y
LP103211,Male,Yes,1,Graduate,Yes,8493,0,10244,360,0,URBAN,N
LP085635,Male,No,1,Not Graduate,No,3352,0,10482,180,1,RURAL,N
LP091278,Male,Yes,4,Not Graduate,Yes,4691,0,2816,180,0,RURAL,N
LP088307,Female,No,4,Graduate,No,4960,0,18436,240,0,SEMIURBAN,Y
LP088482,Female,No,1,Not Graduate,No,9336,0,7516,180,0,SEMIURBAN,Y
LP082095,Female,No,1,Graduate,Yes,3352,4083,6869,360,1,URBAN,Y
LP095612,Male,No,2,Graduate,Yes,12404,0,14840,240,1,URBAN,N
LP090145,Male,Yes,4,Not Graduate,No,4048,5690,20381,240,1,RURAL,N
LP096110,Female,Yes,0,Graduate,Yes,12684,0,9752,180,1,RURAL,Y
LP088595,Male,Yes,2,Graduate,No,1784,0,19512,240,0,URBAN,Y
LP075189,Male,Yes,3,Not Graduate,Yes,2133,0,4458,180,0,SEMIURBAN,Y
LP090933,Male,No,0,Not Graduate,No,3403,0,4190,180,1,SEMIURBAN,Y
LP089650,Female,No,1,Graduate,Yes,8350,0,3761,180,1,SEMIURBAN,N
LP091247,Male,Yes,4,Not Graduate,Yes,3982,4737,10103,180,1,SEMIURBAN,Y
LP077007,Male,Yes,5,Not Graduate,Yes,8672,0,18946,360,0,SEMIURBAN,Y
LP078880,Female,No,1,Not Graduate,Yes,10712,0,18644,240,0,URBAN,N
LP089522,Male,Yes,1,Not Graduate,No,10713,0,2809,240,1,SEMIURBAN,Y
LP102301,Female,No,3,Graduate,No,9504,9222,1684,240,0,SEMIURBAN,Y
LP078816,Female,Yes,1,Graduate,No,9367,0,13930,360,1,RURAL,N
LP095816,Female,Yes,1,Graduate,Yes,2928,0,10985,240,0,URBAN,Y
LP086549,Female,Yes,5,Not Graduate,Yes,10460,0,11286,240,0,RURAL,N
LP097622,Male,No,2,Graduate,Yes,6640,0,7626,360,1,SEMIURBAN,N
LP087969,Male,Yes,2,Not Graduate,No,10729,0,1126,240,1,SEMIURBAN,Y
LP092326,Male,Yes,3,Graduate,Yes,9792,5680,3964,240,1,SEMIURBAN,Y
LP097195,Male,Yes,2,Graduate,Yes,8833,0,23501,360,1,URBAN,N
LP105830,Female,Yes,1,Graduate,No,9406,0,18623,360,1,RURAL,Y
LP103718,Female,No,3,Not Graduate,No,3493,0,21513,180,0,URBAN,N
LP105643,Female,No,0,Not Graduate,Yes,4498,0,5689,240,1,SEMIURBAN,Y
LP103384,Female,Yes,4,Graduate,No,5548,0,18612,360,1,URBAN,N
LP088474,Female,Yes,2,Not Graduate,Yes,3944,8874,22718,180,1,RURAL,N
LP096453,Male,No,5,Not Graduate,No,8822,326,10804,360,1,URBAN,N
LP069881,Female,No,0,Not Graduate,Yes,12122,0,19043,360,1,URBAN,Y
LP087736,Male,Yes,1,Not Graduate,No,9644,0,15722,240,1,SEMIURBAN,N
LP074118,Male,Yes,5,Not Graduate,No,3951,8951,11122,180,0,SEMIURBAN,N
LP074020,Male,Yes,2,Not Graduate,Yes,9119,6808,18785,180,0,URBAN,N
LP089972,Male,Yes,1,Graduate,Yes,11015,0,16829,180,1,URBAN,N
LP087912,Female,Yes,1,Graduate,No,12728,6746,15035,240,0,URBAN,N
LP080092,Male,Yes,2,Graduate,Yes,2261,0,14780,180,1,RURAL,Y
LP100056,Female,No,1,Not Graduate,No,5272,1159,14643,240,0,RURAL,N
LP087549,Female,Yes,3,Not Graduate,Yes,4573,0,4137,180,1,RURAL,Y
LP089706,Male,Yes,1,Not Graduate,No,10882,0,12598,360,0,URBAN,Y
LP088564,Male,Yes,0,Graduate,Yes,8407,0,17822,360,0,SEMIURBAN,Y
LP102017,Male,Yes,0,Not Graduate,Yes,8414,0,14531,360,1,SEMIURBAN,N
LP088883,Male,No,0,Graduate,No,4125,0,19182,180,1,URBAN,N
LP076796,Female,Yes,1,Graduate,No,10554,9356,15045,180,1,URBAN,N
LP108777,Female,Yes,1,Not Graduate,No,1720,0,4452,180,0,URBAN,N
LP091703,Male,Yes,0,Not Graduate,Yes,1560,0,2951,240,0,RURAL,N
LP092808,Male,No,1,Not Graduate,No,8516,0,17254,360,1,SEMIURBAN,Y
LP107178,Female,Yes,0,Not Graduate,No,10165,5997,3752,240,1,RURAL,N
LP087541,Female,No,1,Graduate,No,9351,0,21081,240,1,SEMIURBAN,Y
LP099583,Male,Yes,4,Graduate,Yes,6004,0,16254,240,1,RURAL,N
LP098636,Female,Yes,1,Not Graduate,Yes,10447,0,1381,240,0,URBAN,Y
LP081933,Male,No,4,Not Graduate,No,12266,3227,16288,360,0,RURAL,N
LP086599,Female,No,2,Not Graduate,No,4417,5844,21347,360,1,URBAN,N
LP090661,Male,Yes,1,Not Graduate,No,8496,0,12160,180,0,SEMIURBAN,Y
LP092787,Male,No,5,Not Graduate,Yes,1878,0,20051,240,1,URBAN,N
LP090815,Male,No,4,Not Graduate,Yes,2642,0,11018,360,0,RURAL,N
LP080418,Male,Yes,1,Not Graduate,No,3180,1162,12741,180,1,SEMIURBAN,Y
LP079221,Female,Yes,5,Graduate,No,7903,0,19709,180,0,SEMIURBAN,N
LP075039,Male,Yes,1,Graduate,Yes,8915,1124,11753,180,1,URBAN,Y
LP106005,Female,Yes,5,Graduate,Yes,6338,3548,7927,180,0,RURAL,Y
LP088558,Female,No,3,Graduate,Yes,10551,0,13635,240,1,RURAL,Y
LP090446,Male,Yes,0,Not Graduate,No,3952,0,872,360,0,RURAL,Y
LP099788,Female,Yes,0,Not Graduate,Yes,11575,0,11762,240,1,URBAN,Y
LP105884,Male,Yes,5,Graduate,Yes,12671,4386,19943,360,1,SEMIURBAN,Y
LP099255,Female,Yes,5,Not Graduate,No,12352,0,14406,180,0,RURAL,Y
LP096663,Male,No,4,Graduate,Yes,1856,8625,12080,240,1,URBAN,N
LP090541,Male,No,1,Not Graduate,No,11081,0,16320,240,0,SEMIURBAN,N
LP098507,Male,No,0,Not Graduate,Yes,10816,0,13937,360,0,URBAN,Y
LP090352,Female,Yes,3,Graduate,No,11742,0,9527,240,1,URBAN,N
LP098138,Male,No,0,Graduate,No,7813,0,22777,180,1,RURAL,N
LP066600,Female,Yes,4,Not Graduate,No,3552,7733,2856,360,1,SEMIURBAN,Y
LP096337,Female,No,1,Not Graduate,No,9172,0,14719,360,1,URBAN,Y
LP090232,Female,No,1,Graduate,No,7328,2478,9372,240,1,SEMIURBAN,N
LP104458,Female,No,1,Not Graduate,Yes,6922,0,8040,240,1,SEMIURBAN,Y
LP094946,Male,Yes,4,Not Graduate,Yes,5127,0,20378,360,0,SEMIURBAN,N
LP093346,Female,No,3,Graduate,No,11022,0,24220,180,0,URBAN,N
LP084615,Female,Yes,1,Graduate,No,5617,1560,10696,180,0,RURAL,N
LP080131,Male,No,1,Graduate,Yes,1991,1534,1503,360,0,URBAN,Y
LP089613,Female,No,1,Graduate,Yes,3807,0,7902,360,0,SEMIURBAN,Y
LP086844,Female,No,0,Graduate,No,1636,7681,2575,240,0,URBAN,N
LP101596,Male,No,1,Graduate,Yes,3876,0,3654,240,1,RURAL,N
LP093429,Female,No,1,Graduate,Yes,3419,615,792,240,1,RURAL,Y
LP097241,Female,Yes,5,Not Graduate,Yes,8217,0,21078,180,0,SEMIURBAN,N
LP088782,Male,No,4,Not Graduate,No,5281,0,23108,180,1,SEMIURBAN,N
LP091808,Male,Yes,3,Not Graduate,No,12308,0,6866,240,1,RURAL,Y
LP104435,Male,No,0,Not Graduate,Yes,10751,0,3736,360,0,URBAN,Y
LP108137,Female,No,0,Graduate,No,10916,0,4370,180,1,URBAN,Y
LP100361,Male,No,2,Graduate,Yes,10450,0,16411,240,1,SEMIURBAN,Y
LP090855,Male,No,1,Not Graduate,Yes,12972,0,3547,240,1,RURAL,N
LP102130,Female,Yes,1,Not Graduate,Yes,5215,0,20923,240,0,RURAL,N
LP082771,Male,Yes,1,Graduate,Yes,5232,0,830,240,0,URBAN,Y
LP096526,Male,Yes,3,Graduate,Yes,11438,0,17221,360,0,RURAL,Y
LP084259,Female,No,1,Graduate,Yes,3251,0,24867,240,1,RURAL,Y
LP084157,Female,No,1,Graduate,No,5336,1400,9341,360,1,URBAN,Y
LP086506,Male,No,1,Not Graduate,No,4490,0,8698,360,0,URBAN,Y
LP087710,Female,Yes,0,Graduate,Yes,12848,6330,20209,240,0,RURAL,Y
LP097257,Male,Yes,1,Graduate,No,8546,3166,14140,360,0,RURAL,N
LP073802,Female,No,1,Graduate,Yes,4158,0,24630,240,1,URBAN,Y
LP078809,Male,No,1,Graduate,No,10208,1563,12820,180,1,SEMIURBAN,Y
LP083789,Female,Yes,4,Not Graduate,No,6200,0,11672,180,1,RURAL,Y
LP095339,Female,No,0,Not Graduate,No,12781,0,10242,360,1,SEMIURBAN,N
LP089737,Female,No,1,Graduate,No,11564,0,4184,240,1,SEMIURBAN,Y
LP091271,Female,Yes,4,Not Graduate,No,7319,0,17065,360,0,RURAL,Y
LP098358,Female,No,1,Graduate,No,12466,4480,21327,180,1,SEMIURBAN,Y
LP106747,Male,Yes,4,Graduate,No,10642,7849,9283,360,1,RURAL,N
LP091694,Female,Yes,2,Graduate,No,10068,0,7980,180,0,RURAL,N
LP102925,Female,Yes,1,Graduate,Yes,5357,4108,19744,360,0,RURAL,N
LP105624,Female,No,0,Not Graduate,Yes,9651,0,2106,180,1,SEMIURBAN,N
LP095007,Male,Yes,0,Graduate,Yes,9677,0,4549,360,0,SEMIURBAN,N
LP011000,Male,No,1,Graduate,No,2571,0,7877,240,1,RURAL,N
LP019489,Male,Yes,0,Graduate,Yes,11832,9059,3943,360,0,SEMIURBAN,N
LP014226,Female,Yes,5,Not Graduate,No,3856,0,3843,180,0,RURAL,Y
LP016916,Male,No,4,Not Graduate,No,11581,9754,1380,240,0,RURAL,N
LP013962,Male,Yes,1,Not Graduate,No,8665,0,12211,360,1,RURAL,N
LP011647,Male,Yes,0,Not Graduate,No,8314,0,7018,240,1,URBAN,N
LP018052,Female,No,3,Not Graduate,No,1606,0,16986,240,1,SEMIURBAN,N
LP019615,Female,No,0,Not Graduate,Yes,5498,0,22177,180,0,SEMIURBAN,Y
LP019306,Female,No,0,Graduate,Yes,10097,0,10745,240,1,SEMIURBAN,N
LP016826,Female,Yes,0,Not Graduate,No,2768,0,16506,360,0,RURAL,Y
LP013306,Female,No,1,Not Graduate,No,12121,0,24480,180,1,SEMIURBAN,N
LP011464,Male,No,0,Not Graduate,No,10562,6264,23159,180,1,URBAN,Y
LP013018,Male,No,4,Graduate,Yes,9303,0,5666,180,1,RURAL,N
LP016206,Male,No,1,Graduate,No,9670,0,3315,240,0,URBAN,Y
LP015484,Female,No,3,Not Graduate,Yes,12987,0,15803,240,1,URBAN,Y
LP019497,Female,No,3,Graduate,No,4756,0,7216,360,0,SEMIURBAN,Y
LP019074,Male,No,0,Graduate,No,8736,8791,9831,360,0,RURAL,N
LP011599,Male,No,0,Not Graduate,No,9772,0,4446,360,0,URBAN,Y
LP019257,Female,Yes,0,Not Graduate,Yes,9970,0,14862,360,0,URBAN,Y
LP011685,Male,Yes,1,Graduate,No,2614,0,4543,360,1,RURAL,N
LP019844,Male,Yes,5,Not Graduate,Yes,9331,0,24068,360,1,RURAL,N
LP013105,Female,Yes,2,Graduate,Yes,12509,0,1928,360,0,RURAL,Y
LP013250,Female,No,5,Not Graduate,No,11562,0,7384,360,0,RURAL,N
LP017103,Male,No,1,Graduate,Yes,3485,0,5431,360,1,SEMIURBAN,N
LP015341,Male,No,1,Graduate,Yes,6633,0,8617,180,0,RURAL,Y
LP013944,Male,No,4,Not Graduate,Yes,2206,0,21668,180,0,URBAN,N
LP014917,Female,Yes,5,Graduate,Yes,9613,0,23017,240,1,SEMIURBAN,N
LP013410,Female,No,0,Not Graduate,No,7454,0,15662,240,0,SEMIURBAN,N
LP019922,Male,No,4,Graduate,No,9450,0,18404,240,1,URBAN,N
LP011313,Female,No,2,Not Graduate,No,11119,0,10622,360,0,URBAN,N
LP018023,Male,No,0,Graduate,Yes,2031,1405,271,180,0,URBAN,Y
LP016362,Male,Yes,1,Graduate,Yes,12207,0,16463,240,1,RURAL,N
LP016797,Male,Yes,3,Not Graduate,Yes,3664,0,10941,180,1,URBAN,Y
LP018311,Male,Yes,2,Graduate,No,5961,0,21190,360,0,RURAL,Y
LP016095,Female,No,0,Graduate,Yes,3493,0,7034,360,1,RURAL,Y
LP017607,Male,No,1,Graduate,Yes,9717,0,23677,180,0,URBAN,Y
LP015733,Male,No,0,Not Graduate,No,3861,0,11315,180,1,RURAL,Y
LP014685,Male,Yes,0,Not Graduate,No,1910,0,18359,180,0,SEMIURBAN,N
LP016269,Male,No,3,Not Graduate,Yes,10098,0,4406,360,0,SEMIURBAN,N
LP012844,Male,No,4,Not Graduate,No,2208,0,15255,240,1,URBAN,Y
LP019692,Female,No,1,Graduate,Yes,10082,0,14617,180,0,RURAL,N
LP018286,Male,No,2,Graduate,No,9402,0,9673,240,1,URBAN,Y
LP018198,Female,Yes,0,Graduate,No,6941,0,23201,240,0,SEMIURBAN,Y
LP014374,Female,No,2,Graduate,Yes,5504,0,18108,180,1,SEMIURBAN,N
LP015204,Male,Yes,1,Not Graduate,Yes,2161,0,22537,180,0,URBAN,Y
LP012525,Male,Yes,1,Not Graduate,Yes,7959,0,16712,360,0,URBAN,N
LP016001,Male,No,1,Not Graduate,Yes,5472,0,6731,180,1,RURAL,N
LP017208,Male,No,4,Not Graduate,No,8117,0,8822,180,0,URBAN,N
LP011043,Female,Yes,1,Graduate,No,12624,0,3398,240,1,URBAN,N
LP019407,Male,Yes,1,Graduate,Yes,11982,0,12329,180,1,URBAN,N
LP019994,Male,Yes,1,Graduate,No,2180,0,16675,360,0,RURAL,Y
LP015423,Male,No,2,Graduate,No,11719,0,17449,360,0,URBAN,N
LP019053,Male,Yes,2,Graduate,No,8761,0,17249,180,0,SEMIURBAN,Y
LP011860,Male,No,4,Graduate,No,12556,0,1016,180,1,SEMIURBAN,N
LP011589,Female,No,4,Not Graduate,Yes,5970,6242,21029,360,1,SEMIURBAN,Y
LP013647,Male,No,0,Not Graduate,Yes,4523,0,6697,240,1,URBAN,Y
LP017513,Male,Yes,4,Not Graduate,Yes,9658,0,24413,240,0,RURAL,N
LP012607,Male,Yes,1,Graduate,Yes,11293,0,15086,180,1,RURAL,N
LP012397,Male,Yes,1,Graduate,Yes,5123,0,17630,240,1,SEMIURBAN,N
LP011342,Female,Yes,2,Graduate,Yes,2235,0,21057,240,1,URBAN,N
LP014487,Male,No,4,Not Graduate,No,11433,3687,8999,360,0,URBAN,Y
LP011984,Male,No,1,Graduate,No,3135,0,8240,180,0,SEMIURBAN,N
LP017289,Male,No,1,Not Graduate,No,8616,0,24575,180,0,RURAL,Y
LP014756,Female,No,0,Graduate,No,9786,0,5029,180,0,RURAL,N
LP019157,Male,Yes,1,Not Graduate,Yes,12547,0,1646,360,1,RURAL,Y
LP015393,Female,No,3,Graduate,Yes,9013,5700,16035,180,0,SEMIURBAN,Y
LP012240,Male,Yes,5,Graduate,Yes,6553,7988,9247,240,0,SEMIURBAN,N
LP014240,Male,Yes,2,Not Graduate,Yes,4845,0,20607,240,0,RURAL,Y
LP015646,Female,Yes,2,Not Graduate,No,9940,5072,4967,240,1,URBAN,N
LP014185,Male,No,5,Not Graduate,Yes,2682,0,4564,240,0,URBAN,Y
LP016981,Male,No,0,Graduate,Yes,4108,0,12723,180,1,URBAN,N
LP017899,Male,Yes,4,Not Graduate,No,4254,0,17564,180,1,URBAN,N
LP012184,Female,Yes,0,Graduate,No,5869,9026,21470,360,1,SEMIURBAN,N
LP011576,Male,Yes,0,Not Graduate,No,5084,0,19819,240,1,SEMIURBAN,N
LP018515,Male,No,0,Graduate,Yes,2571,0,17075,180,1,URBAN,N
LP012193,Female,No,5,Graduate,Yes,11759,0,7924,240,0,URBAN,Y
LP014007,Male,No,3,Graduate,Yes,11866,0,10587,240,1,SEMIURBAN,N
LP018625,Male,Yes,2,Not Graduate,No,8199,0,20115,240,0,RURAL,N
LP016172,Male,Yes,5,Not Graduate,Yes,3272,0,17678,360,1,RURAL,N
LP013003,Male,Yes,1,Graduate,No,6056,0,14183,360,0,SEMIURBAN,N
LP017326,Male,Yes,1,Graduate,Yes,12820,0,24600,180,1,RURAL,Y
LP014237,Female,No,0,Not Graduate,No,7935,0,12328,360,1,RURAL,N
LP014111,Female,Yes,4,Not Graduate,Yes,3932,8265,2314,180,0,URBAN,N
LP012237,Male,Yes,5,Not Graduate,Yes,3102,0,18607,360,1,URBAN,N
LP016949,Male,Yes,0,Graduate,No,3663,0,16761,180,1,URBAN,Y
LP018128,Male,Yes,1,Graduate,No,10564,0,4676,180,1,SEMIURBAN,N
LP018871,Female,Yes,1,Graduate,No,6018,3598,11798,240,0,URBAN,Y
LP016935,Male,Yes,0,Not Graduate,Yes,9551,0,18649,180,0,URBAN,N
LP016346,Male,Yes,1,Not Graduate,No,5531,2340,3731,240,0,URBAN,N
LP012927,Female,No,0,Not Graduate,No,2423,4734,9605,240,1,SEMIURBAN,Y
LP013007,Female,No,5,Not Graduate,Yes,10633,0,4393,180,1,RURAL,Y
LP018120,Female,Yes,5,Not Graduate,No,1936,0,10752,360,0,SEMIURBAN,N
LP018658,Male,Yes,0,Graduate,No,10079,0,22330,180,1,RURAL,Y
LP016284,Male,No,5,Graduate,No,4771,0,9581,180,1,SEMIURBAN,Y
